"","row_id","num_reps","num_taxa","num_trees","tree_depth","recombination_value","recombination_type","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","starting_tree_file","gene_tree_file","partition_file","output_alignment_file"
"1744",1744,4,50,250,100,0.5,"Ancient","exp2_00250_0050_004_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_100_0.5_Ancient/exp2_00250_0050_004_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_100_0.5_Ancient/exp2_00250_0050_004_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_100_0.5_Ancient/exp2_00250_0050_004_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_100_0.5_Ancient/exp2_00250_0050_004_100_0.5_Ancient_output_alignment.fa"
"1745",1745,5,50,250,100,0.5,"Ancient","exp2_00250_0050_005_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_100_0.5_Ancient/exp2_00250_0050_005_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_100_0.5_Ancient/exp2_00250_0050_005_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_100_0.5_Ancient/exp2_00250_0050_005_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_100_0.5_Ancient/exp2_00250_0050_005_100_0.5_Ancient_output_alignment.fa"
"1746",1746,6,50,250,100,0.5,"Ancient","exp2_00250_0050_006_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_100_0.5_Ancient/exp2_00250_0050_006_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_100_0.5_Ancient/exp2_00250_0050_006_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_100_0.5_Ancient/exp2_00250_0050_006_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_100_0.5_Ancient/exp2_00250_0050_006_100_0.5_Ancient_output_alignment.fa"
"1747",1747,7,50,250,100,0.5,"Ancient","exp2_00250_0050_007_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_100_0.5_Ancient/exp2_00250_0050_007_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_100_0.5_Ancient/exp2_00250_0050_007_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_100_0.5_Ancient/exp2_00250_0050_007_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_100_0.5_Ancient/exp2_00250_0050_007_100_0.5_Ancient_output_alignment.fa"
"1748",1748,8,50,250,100,0.5,"Ancient","exp2_00250_0050_008_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_100_0.5_Ancient/exp2_00250_0050_008_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_100_0.5_Ancient/exp2_00250_0050_008_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_100_0.5_Ancient/exp2_00250_0050_008_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_100_0.5_Ancient/exp2_00250_0050_008_100_0.5_Ancient_output_alignment.fa"
"1749",1749,9,50,250,100,0.5,"Ancient","exp2_00250_0050_009_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_100_0.5_Ancient/exp2_00250_0050_009_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_100_0.5_Ancient/exp2_00250_0050_009_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_100_0.5_Ancient/exp2_00250_0050_009_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_100_0.5_Ancient/exp2_00250_0050_009_100_0.5_Ancient_output_alignment.fa"
"1750",1750,10,50,250,100,0.5,"Ancient","exp2_00250_0050_010_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_100_0.5_Ancient/exp2_00250_0050_010_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_100_0.5_Ancient/exp2_00250_0050_010_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_100_0.5_Ancient/exp2_00250_0050_010_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_100_0.5_Ancient/exp2_00250_0050_010_100_0.5_Ancient_output_alignment.fa"
"1751",1751,1,100,250,100,0.5,"Ancient","exp2_00250_0100_001_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_100_0.5_Ancient/exp2_00250_0100_001_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_100_0.5_Ancient/exp2_00250_0100_001_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_100_0.5_Ancient/exp2_00250_0100_001_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_100_0.5_Ancient/exp2_00250_0100_001_100_0.5_Ancient_output_alignment.fa"
"1752",1752,2,100,250,100,0.5,"Ancient","exp2_00250_0100_002_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_100_0.5_Ancient/exp2_00250_0100_002_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_100_0.5_Ancient/exp2_00250_0100_002_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_100_0.5_Ancient/exp2_00250_0100_002_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_100_0.5_Ancient/exp2_00250_0100_002_100_0.5_Ancient_output_alignment.fa"
"1753",1753,3,100,250,100,0.5,"Ancient","exp2_00250_0100_003_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_100_0.5_Ancient/exp2_00250_0100_003_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_100_0.5_Ancient/exp2_00250_0100_003_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_100_0.5_Ancient/exp2_00250_0100_003_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_100_0.5_Ancient/exp2_00250_0100_003_100_0.5_Ancient_output_alignment.fa"
"1754",1754,4,100,250,100,0.5,"Ancient","exp2_00250_0100_004_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_100_0.5_Ancient/exp2_00250_0100_004_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_100_0.5_Ancient/exp2_00250_0100_004_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_100_0.5_Ancient/exp2_00250_0100_004_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_100_0.5_Ancient/exp2_00250_0100_004_100_0.5_Ancient_output_alignment.fa"
"1755",1755,5,100,250,100,0.5,"Ancient","exp2_00250_0100_005_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_100_0.5_Ancient/exp2_00250_0100_005_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_100_0.5_Ancient/exp2_00250_0100_005_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_100_0.5_Ancient/exp2_00250_0100_005_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_100_0.5_Ancient/exp2_00250_0100_005_100_0.5_Ancient_output_alignment.fa"
"1756",1756,6,100,250,100,0.5,"Ancient","exp2_00250_0100_006_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_100_0.5_Ancient/exp2_00250_0100_006_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_100_0.5_Ancient/exp2_00250_0100_006_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_100_0.5_Ancient/exp2_00250_0100_006_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_100_0.5_Ancient/exp2_00250_0100_006_100_0.5_Ancient_output_alignment.fa"
"1757",1757,7,100,250,100,0.5,"Ancient","exp2_00250_0100_007_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_100_0.5_Ancient/exp2_00250_0100_007_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_100_0.5_Ancient/exp2_00250_0100_007_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_100_0.5_Ancient/exp2_00250_0100_007_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_100_0.5_Ancient/exp2_00250_0100_007_100_0.5_Ancient_output_alignment.fa"
"1758",1758,8,100,250,100,0.5,"Ancient","exp2_00250_0100_008_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_100_0.5_Ancient/exp2_00250_0100_008_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_100_0.5_Ancient/exp2_00250_0100_008_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_100_0.5_Ancient/exp2_00250_0100_008_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_100_0.5_Ancient/exp2_00250_0100_008_100_0.5_Ancient_output_alignment.fa"
"1759",1759,9,100,250,100,0.5,"Ancient","exp2_00250_0100_009_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_100_0.5_Ancient/exp2_00250_0100_009_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_100_0.5_Ancient/exp2_00250_0100_009_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_100_0.5_Ancient/exp2_00250_0100_009_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_100_0.5_Ancient/exp2_00250_0100_009_100_0.5_Ancient_output_alignment.fa"
"1760",1760,10,100,250,100,0.5,"Ancient","exp2_00250_0100_010_100_0.5_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_100_0.5_Ancient/exp2_00250_0100_010_100_0.5_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_100_0.5_Ancient/exp2_00250_0100_010_100_0.5_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_100_0.5_Ancient/exp2_00250_0100_010_100_0.5_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_100_0.5_Ancient/exp2_00250_0100_010_100_0.5_Ancient_output_alignment.fa"
"1761",1761,1,5,250,0.1,0,"Recent","exp2_00250_0005_001_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_001_0.1_0_Recent/exp2_00250_0005_001_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_001_0.1_0_Recent/exp2_00250_0005_001_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_001_0.1_0_Recent/exp2_00250_0005_001_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_001_0.1_0_Recent/exp2_00250_0005_001_0.1_0_Recent_output_alignment.fa"
"1762",1762,2,5,250,0.1,0,"Recent","exp2_00250_0005_002_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_002_0.1_0_Recent/exp2_00250_0005_002_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_002_0.1_0_Recent/exp2_00250_0005_002_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_002_0.1_0_Recent/exp2_00250_0005_002_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_002_0.1_0_Recent/exp2_00250_0005_002_0.1_0_Recent_output_alignment.fa"
"1763",1763,3,5,250,0.1,0,"Recent","exp2_00250_0005_003_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_003_0.1_0_Recent/exp2_00250_0005_003_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_003_0.1_0_Recent/exp2_00250_0005_003_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_003_0.1_0_Recent/exp2_00250_0005_003_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_003_0.1_0_Recent/exp2_00250_0005_003_0.1_0_Recent_output_alignment.fa"
"1764",1764,4,5,250,0.1,0,"Recent","exp2_00250_0005_004_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_004_0.1_0_Recent/exp2_00250_0005_004_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_004_0.1_0_Recent/exp2_00250_0005_004_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_004_0.1_0_Recent/exp2_00250_0005_004_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_004_0.1_0_Recent/exp2_00250_0005_004_0.1_0_Recent_output_alignment.fa"
"1765",1765,5,5,250,0.1,0,"Recent","exp2_00250_0005_005_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_005_0.1_0_Recent/exp2_00250_0005_005_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_005_0.1_0_Recent/exp2_00250_0005_005_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_005_0.1_0_Recent/exp2_00250_0005_005_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_005_0.1_0_Recent/exp2_00250_0005_005_0.1_0_Recent_output_alignment.fa"
"1766",1766,6,5,250,0.1,0,"Recent","exp2_00250_0005_006_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_006_0.1_0_Recent/exp2_00250_0005_006_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_006_0.1_0_Recent/exp2_00250_0005_006_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_006_0.1_0_Recent/exp2_00250_0005_006_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_006_0.1_0_Recent/exp2_00250_0005_006_0.1_0_Recent_output_alignment.fa"
"1767",1767,7,5,250,0.1,0,"Recent","exp2_00250_0005_007_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_007_0.1_0_Recent/exp2_00250_0005_007_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_007_0.1_0_Recent/exp2_00250_0005_007_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_007_0.1_0_Recent/exp2_00250_0005_007_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_007_0.1_0_Recent/exp2_00250_0005_007_0.1_0_Recent_output_alignment.fa"
"1768",1768,8,5,250,0.1,0,"Recent","exp2_00250_0005_008_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_008_0.1_0_Recent/exp2_00250_0005_008_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_008_0.1_0_Recent/exp2_00250_0005_008_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_008_0.1_0_Recent/exp2_00250_0005_008_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_008_0.1_0_Recent/exp2_00250_0005_008_0.1_0_Recent_output_alignment.fa"
"1769",1769,9,5,250,0.1,0,"Recent","exp2_00250_0005_009_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_009_0.1_0_Recent/exp2_00250_0005_009_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_009_0.1_0_Recent/exp2_00250_0005_009_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_009_0.1_0_Recent/exp2_00250_0005_009_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_009_0.1_0_Recent/exp2_00250_0005_009_0.1_0_Recent_output_alignment.fa"
"1770",1770,10,5,250,0.1,0,"Recent","exp2_00250_0005_010_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_010_0.1_0_Recent/exp2_00250_0005_010_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_010_0.1_0_Recent/exp2_00250_0005_010_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_010_0.1_0_Recent/exp2_00250_0005_010_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_010_0.1_0_Recent/exp2_00250_0005_010_0.1_0_Recent_output_alignment.fa"
"1771",1771,1,10,250,0.1,0,"Recent","exp2_00250_0010_001_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_0.1_0_Recent/exp2_00250_0010_001_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_0.1_0_Recent/exp2_00250_0010_001_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_0.1_0_Recent/exp2_00250_0010_001_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_0.1_0_Recent/exp2_00250_0010_001_0.1_0_Recent_output_alignment.fa"
"1772",1772,2,10,250,0.1,0,"Recent","exp2_00250_0010_002_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_0.1_0_Recent/exp2_00250_0010_002_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_0.1_0_Recent/exp2_00250_0010_002_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_0.1_0_Recent/exp2_00250_0010_002_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_0.1_0_Recent/exp2_00250_0010_002_0.1_0_Recent_output_alignment.fa"
"1773",1773,3,10,250,0.1,0,"Recent","exp2_00250_0010_003_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_0.1_0_Recent/exp2_00250_0010_003_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_0.1_0_Recent/exp2_00250_0010_003_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_0.1_0_Recent/exp2_00250_0010_003_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_0.1_0_Recent/exp2_00250_0010_003_0.1_0_Recent_output_alignment.fa"
"1774",1774,4,10,250,0.1,0,"Recent","exp2_00250_0010_004_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_0.1_0_Recent/exp2_00250_0010_004_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_0.1_0_Recent/exp2_00250_0010_004_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_0.1_0_Recent/exp2_00250_0010_004_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_0.1_0_Recent/exp2_00250_0010_004_0.1_0_Recent_output_alignment.fa"
"1775",1775,5,10,250,0.1,0,"Recent","exp2_00250_0010_005_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_0.1_0_Recent/exp2_00250_0010_005_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_0.1_0_Recent/exp2_00250_0010_005_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_0.1_0_Recent/exp2_00250_0010_005_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_0.1_0_Recent/exp2_00250_0010_005_0.1_0_Recent_output_alignment.fa"
"1776",1776,6,10,250,0.1,0,"Recent","exp2_00250_0010_006_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_0.1_0_Recent/exp2_00250_0010_006_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_0.1_0_Recent/exp2_00250_0010_006_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_0.1_0_Recent/exp2_00250_0010_006_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_0.1_0_Recent/exp2_00250_0010_006_0.1_0_Recent_output_alignment.fa"
"1777",1777,7,10,250,0.1,0,"Recent","exp2_00250_0010_007_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_0.1_0_Recent/exp2_00250_0010_007_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_0.1_0_Recent/exp2_00250_0010_007_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_0.1_0_Recent/exp2_00250_0010_007_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_0.1_0_Recent/exp2_00250_0010_007_0.1_0_Recent_output_alignment.fa"
"1778",1778,8,10,250,0.1,0,"Recent","exp2_00250_0010_008_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_0.1_0_Recent/exp2_00250_0010_008_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_0.1_0_Recent/exp2_00250_0010_008_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_0.1_0_Recent/exp2_00250_0010_008_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_0.1_0_Recent/exp2_00250_0010_008_0.1_0_Recent_output_alignment.fa"
"1779",1779,9,10,250,0.1,0,"Recent","exp2_00250_0010_009_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_0.1_0_Recent/exp2_00250_0010_009_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_0.1_0_Recent/exp2_00250_0010_009_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_0.1_0_Recent/exp2_00250_0010_009_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_0.1_0_Recent/exp2_00250_0010_009_0.1_0_Recent_output_alignment.fa"
"1780",1780,10,10,250,0.1,0,"Recent","exp2_00250_0010_010_0.1_0_Recent","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_0.1_0_Recent/exp2_00250_0010_010_0.1_0_Recent_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_0.1_0_Recent/exp2_00250_0010_010_0.1_0_Recent_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_0.1_0_Recent/exp2_00250_0010_010_0.1_0_Recent_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_0.1_0_Recent/exp2_00250_0010_010_0.1_0_Recent_output_alignment.fa"
